fieldsample_barcode	sampling_method	cell.10km_representative	extraction_method	extraction_id1	extraction_id2	extractionplate_id1	extractionplate_id2	extraction_row1	extraction_row2	extraction_col1	extraction_col2	extraction_conc1	extraction_conc2	library_method	library_id1	library_id2	libraryplate_id1	libraryplate_id2	library_row1	library_row2	library_col1	library_col2	library_conc1	library_conc2	sequencing_method	sequencing_id1	sequencing_id2	internal_name	before_total_reads	after_total_reads	passed_filter_reads	corrected_reads	low_quality_reads	too_many_N_reads	too_short_reads	too_long_reads	before_total_bases	before_q20_bases	before_q30_bases	after_total_bases	after_q20_bases	after_q30_bases	corrected_bases	before_read1_mean_length	before_read2_mean_length	after_read1_mean_length	after_read2_mean_length	before_q20_rate	before_q30_rate	after_q20_rate	after_q30_rate	duplication_rate	before_gc_content	after_gc_content	peak_length
MFD01689	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ125-G5		EXT00033		G		5		0.42		ILLUMINA-DNA-PREP.V2	LIB-MJ148-G5		LIB00033		G		5		1.62		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ148-G5_02		LIB-MJ148-G5_02.fastq.gz	43064868	27896480	28695938	1442836	985430	100	13383400	0	6502795068	6174360992	5803281977	4038061507	3975878929	3814407495	1963749	151	151	144	144	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD01690	MFD-SEDIMENT	Yes	PowerSoil-Pro-HT	EXT-MJ115-D5		EXT00023		D		5		0.95		ILLUMINA-DNA-PREP.V2	LIB-MJ133-D5		LIB00023		D		5		0.45		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ133-D5_03		LIB-MJ133-D5_03.fastq.gz	26167658	19087564	19414098	858833	629560	48	6123952	0	3951316358	3771285994	3534279762	2802179735	2750969442	2623677539	1091977	151	151	146	147	1	0.9	1	0.9	0	0.6	0.6	1
MFD01691	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ111-F7		EXT00019		F		7		79		ILLUMINA-DNA-PREP.V2	LIB-MJ129-F7		LIB00019		F		7		2.49		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ129-F7_02		LIB-MJ129-F7_02.fastq.gz	21970204	17143868	18098038	205466	566980	0	3305186	0	3317500804	3184893134	2985873881	2559780724	2510885950	2389696841	264052	151	151	149	149	1	0.9	1	0.9	0	0.6	0.6	1
MFD01692	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ114-B1		EXT00022		B		1		6.27		ILLUMINA-DNA-PREP.V2	LIB-MJ132-B1		LIB00022		B		1		0.49		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ132-B1_03		LIB-MJ132-B1_03.fastq.gz	28361958	20213124	24606938	227453	371454	0	3383566	0	4282655658	4184438951	4022874082	3006499059	2975362143	2885282519	285859	151	151	148	148	1	0.9	1	1	0.2	0.6	0.6	151
MFD01693	MFD-SEDIMENT	No	PowerSoil-Pro-HT	EXT-MJ118-H8		EXT00026		H		8		0.3		ILLUMINA-DNA-PREP.V2	LIB-MJ137-H8		LIB00026		H		8		0.16		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ137-H8_02		LIB-MJ137-H8_02.fastq.gz	46428612	30667766	33813834	1932007	1336684	14	11278080	0	7010720412	6699511298	6297231339	4393953285	4327161807	4148853047	2338148	151	151	143	143	1	0.9	1	0.9	0.1	0.6	0.6	151
MFD01694	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ111-F1		EXT00019		F		1		4.07		ILLUMINA-DNA-PREP.V2	LIB-MJ129-F1		LIB00019		F		1		1.21		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ129-F1_02		LIB-MJ129-F1_02.fastq.gz	23749182	18628290	19848644	228283	608890	4	3291644	0	3586126482	3455566427	3265886182	2776630308	2734083605	2622040060	287534	151	151	149	149	1	0.9	1	0.9	0.1	0.6	0.6	151
MFD01695	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ221-C2		EXT00072		C		2		33.8		ILLUMINA-DNA-PREP.V2	LIB-MJ228-C2		LIB00072		C		2		0.79		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ228-C2_01		LIB-MJ228-C2_01.fastq.gz	23782584	18852342	19310954	280232	489528	62	3982040	0	3591170184	3469604735	3284494083	2796667989	2755624947	2645647713	347636	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01696	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ163-H2		EXT00047		H		2		18.3		ILLUMINA-DNA-PREP.V2	LIB-MJ176-H2		LIB00047		H		2		0.23		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ176-H2_03		LIB-MJ176-H2_03.fastq.gz	28123736	18701002	19135540	1078898	675846	40	8312310	0	4246684136	4044862478	3801297554	2692748310	2650039389	2538208813	1374479	151	151	144	143	1	0.9	1	0.9	0	0.6	0.6	151
MFD01698	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ183-E6		EXT00054		E		6		20.09		ILLUMINA-DNA-PREP.V2	LIB-MJ195-E6		LIB00054		E		6		0.48		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ195-E6_01		LIB-MJ195-E6_01.fastq.gz	33390880	25311206	25837132	629885	1027264	2	6526482	0	5042022880	4814153888	4500973665	3745955312	3675784487	3501979089	804594	151	151	147	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01699	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ237-B2		EXT00080		B		2		36.77		ILLUMINA-DNA-PREP.V2	LIB-MJ254-B2		LIB00080		B		2		0.5		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ254-B2_02		LIB-MJ254-B2_02.fastq.gz	36721988	26829456	28584384	394309	757248	140	7380216	0	5545020188	5345379578	5088202847	3959168295	3910686584	3774221503	477996	151	151	147	147	1	0.9	1	1	0	0.6	0.6	151
MFD01700	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ241-F7		EXT00084		F		7		3.79		ILLUMINA-DNA-PREP.V2	LIB-MJ307-F7		LIB00084		F		7		2.01165		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ307-F7_01		LIB-MJ307-F7_01.fastq.gz	28713422	22256500	23023894	423071	742592	86	4946850	0	4335726722	4153217981	3896923673	3313340623	3254452250	3103916903	548369	151	151	148	149	1	0.9	1	0.9	0	0.6	0.6	151
MFD01701	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ237-H11	EXT-MJ396-C8	EXT00080	REPREP6	H	C	11	8	16.72	12.13	ILLUMINA-DNA-PREP.V2	LIB-MJ254-H11	LIB-MJ407-C8	LIB00080	REPREP6	H	C	11	8	0.03	0.11952473	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ254-H11_02	LIB-MJ407-C8_04	LIB-MJ254-H11_02_v_LIB-MJ407-C8_04.fastq.gz	22417650	15205710	15793456	500679	536240	22	6087932	0	3385065150	3223393471	3022775299	2225107090	2186135996	2085337917	618765	151	151	141.5	141.5	1	0.9	1	0.9	0	0.6	0.6	97.5
MFD01702	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ240-E1		EXT00083		E		1		27.79		ILLUMINA-DNA-PREP.V2	LIB-MJ306-E1		LIB00083		E		1		1.04235		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ306-E1_01		LIB-MJ306-E1_01.fastq.gz	25904728	19021202	19847800	346896	679954	62	5376912	0	3911613928	3745343291	3517412104	2815839465	2767849037	2644829797	442492	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01703	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ242-D6		EXT00085		D		6		5.17		ILLUMINA-DNA-PREP.V2	LIB-MJ259-D6		LIB00085		D		6		0.75		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ259-D6_04		LIB-MJ259-D6_04.fastq.gz	39401274	28375892	29953864	702376	896168	200	8551042	0	5949592374	5725523489	5421715035	4156832502	4099063070	3944749401	869328	151	151	146	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD01704	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ219-B1		EXT00070		B		1		15.4		ILLUMINA-DNA-PREP.V2	LIB-MJ226-B1		LIB00070		B		1		0.26		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ226-B1_01		LIB-MJ226-B1_01.fastq.gz	31899832	25056788	25911632	674350	556384	56	5431760	0	4816874632	4680769468	4473057780	3680006961	3640005773	3524574997	820232	151	151	146	146	1	0.9	1	1	0	0.6	0.6	151
MFD01705	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ180-G5		EXT00051		G		5		27.34		ILLUMINA-DNA-PREP.V2	LIB-MJ192-G5		LIB00051		G		5		0.9		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ192-G5_04		LIB-MJ192-G5_04.fastq.gz	28531316	21631190	22036116	722315	893202	94	5601904	0	4308228716	4116888444	3858428895	3196025532	3139402830	2997469741	905068	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD01706	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ164-E10		EXT00048		E		10		32.56		ILLUMINA-DNA-PREP.V2	LIB-MJ177-E10		LIB00048		E		10		1.69		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ177-E10_03		LIB-MJ177-E10_03.fastq.gz	46696586	37992798	39513992	390308	1069220	36	6113338	0	7051184486	6826100761	6490368196	5664189128	5589869082	5388950330	486117	151	151	149	149	1	0.9	1	1	0	0.6	0.6	151
MFD01707	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ184-H1	EXT-MJ391-F9	EXT00055	REPREP1	H	F	1	9	40.49	32.63	ILLUMINA-DNA-PREP.V2	LIB-MJ196-H1	LIB-MJ402-F9	LIB00055	REPREP1	H	F	1	9	0.05	0.677612439	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ196-H1_02	LIB-MJ402-F9_04	LIB-MJ196-H1_02_v_LIB-MJ402-F9_04.fastq.gz	35414110	25092526	26693600	510954	1169398	30	7551082	0	5347530610	5096839692	4771658780	3706929657	3639138465	3471826722	662509	151	151	146.5	146.5	1	0.9	1	0.9	0	0.6	0.6	151
MFD01708	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ237-C4		EXT00080		C		4		82.78		ILLUMINA-DNA-PREP.V2	LIB-MJ254-C4		LIB00080		C		4		1.19		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ254-C4_02		LIB-MJ254-C4_02.fastq.gz	31206492	24350444	25856730	238219	734150	78	4615534	0	4712180292	4556150950	4337151228	3625059122	3580261937	3455316708	293098	151	151	148	148	1	0.9	1	1	0	0.6	0.6	151
MFD01709	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ237-G10		EXT00080		G		10		18.46		ILLUMINA-DNA-PREP.V2	LIB-MJ254-G10		LIB00080		G		10		0.6		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ254-G10_02		LIB-MJ254-G10_02.fastq.gz	29454322	22414932	23612272	294432	760192	116	5081742	0	4447602622	4280347807	4053183348	3326824952	3279660532	3152206441	357428	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01710	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ188-H1	EXT-MJ393-F9	EXT00059	REPREP3	H	F	1	9	24.63	19.99	ILLUMINA-DNA-PREP.V2	LIB-MJ200-H1	LIB-MJ404-F9	LIB00059	REPREP3	H	F	1	9	0.06	0.51	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ200-H1_04	LIB-MJ404-F9_03	LIB-MJ200-H1_04_v_LIB-MJ404-F9_03.fastq.gz	31135270	17948192	18253140	858176	1356654	24	11525452	0	4701425770	4387402227	4053652379	2607564835	2550541864	2414383865	1095970	151	151	142.5	142	0.9	0.9	1	0.9	0	0.6	0.6	97.5
MFD01711	MFD-SEDIMENT	No	PowerSoil-Pro-HT	EXT-MJ123-A2		EXT00031		A		2		1.9		ILLUMINA-DNA-PREP.V2	LIB-MJ146-A2		LIB00031		A		2		0.23		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ146-A2_01		LIB-MJ146-A2_01.fastq.gz	31223822	22784944	23445484	826289	719860	104	7058374	0	4714797122	4519143898	4262227499	3348196998	3298041806	3166034185	1056820	151	151	146	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD01712	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ161-C6		EXT00045		C		6		31.17		ILLUMINA-DNA-PREP.V2	LIB-MJ174-C6		LIB00045		C		6		1.37		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ174-C6_01		LIB-MJ174-C6_01.fastq.gz	25001644	18257926	18587824	646919	764688	36	5649096	0	3775248244	3583247032	3336400302	2685771195	2629146201	2494257195	844872	151	151	146	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD01713	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ183-G4		EXT00054		G		4		13.66		ILLUMINA-DNA-PREP.V2	LIB-MJ195-G4		LIB00054		G		4		0.38		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ195-G4_01		LIB-MJ195-G4_01.fastq.gz	26958104	20042890	20458068	586453	796510	4	5703522	0	4070673704	3883980379	3630498508	2958572275	2902357369	2763591011	750424	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD01714	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ221-D1		EXT00072		D		1		28.01		ILLUMINA-DNA-PREP.V2	LIB-MJ228-D1		LIB00072		D		1		0.3		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ228-D1_01		LIB-MJ228-D1_01.fastq.gz	28054588	19256600	19797866	672096	533612	34	7723076	0	4236242788	4089606221	3887692998	2784363162	2752887463	2662574780	813065	151	151	144	144	1	0.9	1	1	0	0.6	0.6	151
MFD01715	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ182-F9		EXT00053		F		9		38.99		ILLUMINA-DNA-PREP.V2	LIB-MJ194-F9		LIB00053		F		9		1.34		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ194-F9_04		LIB-MJ194-F9_04.fastq.gz	24260382	18046298	18388152	497386	941858	88	4930284	0	3663317682	3483799857	3246852415	2671510044	2618770269	2491834373	626118	151	151	148	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD01716	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ189-H4		EXT00060		H		4		21.86		ILLUMINA-DNA-PREP.V2	LIB-MJ201-H4		LIB00060		H		4		0.28		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ201-H4_03		LIB-MJ201-H4_03.fastq.gz	23796810	16548160	16953372	638612	470528	84	6372826	0	3593318310	3441760920	3266958463	2397462233	2367350311	2285055518	802781	151	151	144	144	1	0.9	1	1	0	0.6	0.6	151
MFD01717	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ184-B6		EXT00055		B		6		33.66		ILLUMINA-DNA-PREP.V2	LIB-MJ196-B6		LIB00055		B		6		1.36		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ196-B6_02		LIB-MJ196-B6_02.fastq.gz	24139472	18252872	18734248	263294	870482	154	4534588	0	3645060272	3472561366	3251233349	2711986742	2662685071	2542786530	341278	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01718	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ178-F2		EXT00049		F		2		30.22		ILLUMINA-DNA-PREP.V2	LIB-MJ190-F2		LIB00049		F		2		0.84		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ190-F2_02		LIB-MJ190-F2_02.fastq.gz	18160026	13432388	13652218	353952	766252	58	3741498	0	2742163926	2597456710	2411079636	1989447917	1947577234	1847645273	454688	151	151	148	147	0.9	0.9	1	0.9	0	0.6	0.6	151
MFD01719	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ182-G2		EXT00053		G		2		48.03		ILLUMINA-DNA-PREP.V2	LIB-MJ194-G2		LIB00053		G		2		0.95		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ194-G2_04		LIB-MJ194-G2_04.fastq.gz	22031350	16219442	16524692	502720	747580	86	4758992	0	3326733850	3167999788	2965836889	2391562423	2348322183	2241301001	636723	151	151	147	147	1	0.9	1	0.9	0	0.6	0.6	151
MFD01720	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ222-H3		EXT00073		H		3		0.51		ILLUMINA-DNA-PREP.V2	LIB-MJ229-H3		LIB00073		H		3		0.25		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ229-H3_03		LIB-MJ229-H3_03.fastq.gz	41968256	26526592	28702670	935997	881546	4	12384036	0	6337206656	6103845273	5801998758	3840270642	3795622929	3672137856	1160975	151	151	144	144	1	0.9	1	1	0.1	0.6	0.6	151
MFD01721	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ223-E3		EXT00074		E		3		48.22		ILLUMINA-DNA-PREP.V2	LIB-MJ230-E3		LIB00074		E		3		1.07		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ230-E3_03		LIB-MJ230-E3_03.fastq.gz	24907986	19659562	20184546	288970	554634	20	4168786	0	3761105886	3626058937	3447100580	2911437429	2873750496	2771762590	358755	151	151	148	148	1	0.9	1	1	0	0.6	0.6	151
MFD01722	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ223-D6		EXT00074		D		6		22.84		ILLUMINA-DNA-PREP.V2	LIB-MJ230-D6		LIB00074		D		6		1.64		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ230-D6_03		LIB-MJ230-D6_03.fastq.gz	22256456	17558038	17994062	241323	531888	16	3730490	0	3360724856	3243861212	3079702939	2597794489	2563535439	2471440034	298959	151	151	148	147	1	0.9	1	1	0	0.6	0.6	151
MFD01723	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ221-G8		EXT00072		G		8		54.99		ILLUMINA-DNA-PREP.V2	LIB-MJ228-G8		LIB00072		G		8		1.64		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ228-G8_01		LIB-MJ228-G8_01.fastq.gz	28870172	23340552	23979318	329319	657204	90	4233560	0	4359395972	4201272075	3958601365	3477891684	3419159501	3267669484	413200	151	151	148	149	1	0.9	1	0.9	0	0.6	0.6	1
MFD01724	MFD-SEDIMENT	No	PowerSoil-Pro-HT																						Illumina NovaSeq 6000, 2 × 150 bp	NULL	NULL																												
MFD01725	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ219-A9		EXT00070		A		9		38.08		ILLUMINA-DNA-PREP.V2	LIB-MJ226-A9		LIB00070		A		9		0.72		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ226-A9_01		LIB-MJ226-A9_01.fastq.gz	26001232	20529902	21051598	469130	483894	50	4465690	0	3926186032	3798177673	3599735939	3034093693	2990517386	2872330550	584283	151	151	147	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01726	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ239-H9		EXT00082		H		9		34.67		ILLUMINA-DNA-PREP.V2	LIB-MJ256-H9		LIB00082		H		9		0.55		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ256-H9_03		LIB-MJ256-H9_03.fastq.gz	43729932	34084974	36239644	443256	994944	202	6495142	0	6603219732	6404329143	6100946808	5062427374	5001767071	4829441488	536874	151	151	148	148	1	0.9	1	1	0.1	0.6	0.6	151
MFD01727	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ237-C5		EXT00080		C		5		44.04		ILLUMINA-DNA-PREP.V2	LIB-MJ254-C5		LIB00080		C		5		0.56		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ254-C5_02		LIB-MJ254-C5_02.fastq.gz	36003594	28086552	30034956	347757	761044	110	5207484	0	5436542694	5273147009	5029121204	4174335882	4125206041	3986379548	428580	151	151	148	148	1	0.9	1	1	0.1	0.6	0.6	151
MFD01728	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ189-D7		EXT00060		D		7		35.72		ILLUMINA-DNA-PREP.V2	LIB-MJ201-D7		LIB00060		D		7		1.09		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ201-D7_03		LIB-MJ201-D7_03.fastq.gz	23752468	18624946	19077470	321891	565050	152	4109796	0	3586622668	3440575910	3236611266	2764070368	2716152437	2596532351	412768	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01729	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ182-D5		EXT00053		D		5		56.23		ILLUMINA-DNA-PREP.V2	LIB-MJ194-D5		LIB00053		D		5		2.71		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ194-D5_04		LIB-MJ194-D5_04.fastq.gz	21214374	16028474	16383802	392098	734612	80	4095880	0	3203370474	3055326567	2859338933	2376839540	2333164692	2226363571	493104	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01730	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ237-B8		EXT00080		B		8		12.32		ILLUMINA-DNA-PREP.V2	LIB-MJ254-B8		LIB00080		B		8		0.25		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ254-B8_02		LIB-MJ254-B8_02.fastq.gz	34593332	26944734	29159482	436202	586754	118	4846978	0	5223593132	5078931607	4864188602	3993588423	3951989510	3830702519	540904	151	151	148	148	1	0.9	1	1	0.1	0.6	0.6	151
MFD01731	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ220-G4		EXT00071		G		4		39.33		ILLUMINA-DNA-PREP.V2	LIB-MJ227-G4		LIB00071		G		4		1.2		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ227-G4_02		LIB-MJ227-G4_02.fastq.gz	26867728	21887904	22872052	328445	499390	6	3496280	0	4057026928	3931664682	3746654002	3258441809	3218349163	3107095414	412716	151	151	148	148	1	0.9	1	1	0	0.6	0.6	151
MFD01732	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ221-C9		EXT00072		C		9		15.99		ILLUMINA-DNA-PREP.V2	LIB-MJ228-C9		LIB00072		C		9		1.51		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ228-C9_01		LIB-MJ228-C9_01.fastq.gz	32474444	26132660	26869236	506840	604462	80	5000666	0	4903641044	4746896455	4507866734	3877620961	3824816108	3681481646	621651	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01733	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ241-D4		EXT00084		D		4		22.32		ILLUMINA-DNA-PREP.V2	LIB-MJ307-D4		LIB00084		D		4		1.5598		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ307-D4_01		LIB-MJ307-D4_01.fastq.gz	28397556	21781188	22732278	286903	950188	82	4715008	0	4288030956	4098154972	3845609696	3246975760	3191775078	3050699130	369202	151	151	149	149	1	0.9	1	0.9	0	0.6	0.7	151
MFD01734	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ185-F6		EXT00056		F		6		29.44		ILLUMINA-DNA-PREP.V2	LIB-MJ197-F6		LIB00056		F		6		0.52		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ197-F6_03		LIB-MJ197-F6_03.fastq.gz	40607654	29598572	30383354	1103727	1301908	118	8922274	0	6131755754	5839655411	5475542687	4342942777	4268723173	4082055352	1414907	151	151	146	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD01735	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ238-B1		EXT00081		B		1		19.1		ILLUMINA-DNA-PREP.V2	LIB-MJ255-B1		LIB00081		B		1		0.15		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ255-B1_02		LIB-MJ255-B1_02.fastq.gz	31083996	23303302	24978070	368598	585968	108	5519850	0	4693683396	4556800112	4352123708	3442572516	3404571411	3295213579	450173	151	151	147	147	1	0.9	1	1	0.1	0.6	0.6	151
MFD01736	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ159-D8		EXT00043		D		8		55.45		ILLUMINA-DNA-PREP.V2	LIB-MJ172-D8		LIB00043		D		8		1.48		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ172-D8_04		LIB-MJ172-D8_04.fastq.gz	47020726	36454534	37428354	709477	1591820	0	8000552	0	7100129626	6783642131	6362804564	5418780590	5324084262	5089453809	894651	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01737	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ222-A12	EXT-MJ399-F8	EXT00073	REPREP9	A	F	12	8	61.55	32.11	ILLUMINA-DNA-PREP.V2	LIB-MJ229-A12	LIB-MJ410-F8	LIB00073	REPREP9	A	F	12	8	0.03	0.79	Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ229-A12_03	LIB-MJ410-F8_02	LIB-MJ229-A12_03_v_LIB-MJ410-F8_02.fastq.gz	22926626	15825864	16104136	714181	789594	2	6032894	0	3461920526	3277097844	3029108952	2306136964	2253636044	2127459536	893931	151	151	142.5	143	1	0.9	1	0.9	0	0.6	0.6	97.5
MFD01738	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ123-G3		EXT00031		G		3		51.05		ILLUMINA-DNA-PREP.V2	LIB-MJ146-G3		LIB00031		G		3		0.62		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ146-G3_01		LIB-MJ146-G3_01.fastq.gz	28738892	22615968	23330028	544321	759020	126	4649718	0	4339572692	4169432070	3935308190	3358978411	3308032656	3175652894	701400	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01739	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ126-C6		EXT00034		C		6		44.96		ILLUMINA-DNA-PREP.V2	LIB-MJ149-C6		LIB00034		C		6		1.43		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ149-C6_03		LIB-MJ149-C6_03.fastq.gz	26275776	20537588	21002874	406863	639626	132	4633144	0	3967642176	3808000219	3596363314	3048209054	3001774261	2881652563	524641	151	151	148	148	1	0.9	1	0.9	0	0.6	0.6	151
MFD01740	MFD-SOIL	Yes	PowerSoil-Pro-HT	EXT-MJ179-C12		EXT00050		C		12		28.28		ILLUMINA-DNA-PREP.V2	LIB-MJ191-C12		LIB00050		C		12		0.13		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ191-C12_04		LIB-MJ191-C12_04.fastq.gz	22185594	12928738	13240072	1086542	389016	0	8556506	0	3350024694	3182592648	2999208478	1789858221	1765245117	1699552061	1410427	151	151	138	138	1	0.9	1	0.9	0	0.6	0.6	151
MFD01741	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ179-H3		EXT00050		H		3		57.83		ILLUMINA-DNA-PREP.V2	LIB-MJ191-H3		LIB00050		H		3		1.3		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ191-H3_04		LIB-MJ191-H3_04.fastq.gz	30813780	23222178	23900082	794240	863430	4	6050264	0	4652880780	4460246846	4203530889	3408313666	3355697095	3220201199	1001389	151	151	146	146	1	0.9	1	0.9	0	0.6	0.6	151
MFD01742	MFD-SOIL	No	PowerSoil-Pro-HT	EXT-MJ237-B6		EXT00080		B		6		20.07		ILLUMINA-DNA-PREP.V2	LIB-MJ254-B6		LIB00080		B		6		0.32		Illumina NovaSeq 6000, 2 × 150 bp	LIB-MJ254-B6_02		LIB-MJ254-B6_02.fastq.gz	39943448	31778764	34195354	478673	778042	138	4969914	0	6031460648	5861355946	5600978613	4726014409	4672828897	4520779457	585140	151	151	148	148	1	0.9	1	1	0.1	0.6	0.6	151
